systematic_id ; common_name ; description
YGL253W ; HXK2 ; Hexokinase isoenzyme 2
YGL254W ; FZF1 ; Transcription factor involved in sulfite metabolism
YGL255W ; ZRT1 ; High-affinity zinc transporter of the plasma membrane
YGL256W ; ADH4 ; Alcohol dehydrogenase isoenzyme type IV
YGL257C ; MNT2 ; Mannosyltransferase
YGL258W ; VEL1 ; Protein of unknown function
YGL259W ; YPS5 ; Protein with similarity to GPI-anchored aspartic proteases
YGL261C ; PAU11 ; Putative protein of unknown function
YGL262W ; nan ; Putative protein of unknown function
YGR001C ; EFM5 ; S-adenosylmethionine-dependent lysine methyltransferase
YGR002C ; SWC4 ; Component of the Swr1p complex that incorporates Htz1p into chromatin
YGR003W ; CUL3 ; Ubiquitin-protein ligase
YGR004W ; PEX31 ; Peroxisomal integral membrane protein
YGR005C ; TFG2 ; TFIIF (Transcription Factor II) middle subunit
YGR006W ; PRP18 ; Splicing factor and component of snRNP U5
YGR007W ; ECT1 ; Ethanolamine-phosphate cytidylyltransferase
YGR008C ; STF2 ; Protein involved in resistance to desiccation stress
YGR009C ; SEC9 ; t-SNARE protein required for secretory vesicle-plasma membrane fusion
YGR010W ; NMA2 ; Nicotinic acid mononucleotide adenylyltransferase
YGR012W ; MCY1 ; Putative cysteine synthase
YGR013W ; SNU71 ; Component of U1 snRNP required for mRNA splicing via spliceosome
YGR014W ; MSB2 ; Mucin family member involved in various signaling pathways
YGR015C ; EAT1 ; Ethanol acetyltransferase
YGR016W ; nan ; Putative protein of unknown function
YGR017W ; nan ; Putative protein of unknown function
YGR019W ; UGA1 ; Gamma-aminobutyrate (GABA) transaminase
YGR020C ; VMA7 ; Subunit F of the V1 peripheral membrane domain of V-ATPase
YGR021W ; DPC29 ; Putative mitochondrial protein of unknown function
YGR022C ; nan ; Dubious open reading frame
YGR023W ; MTL1 ; Putative plasma membrane sensor
YGR024C ; THG1 ; tRNAHis guanylyltransferase
YGR026W ; nan ; Putative protein of unknown function
YGR027C ; RPS25A ; Protein component of the small (40S) ribosomal subunit
YGR028W ; MSP1 ; Highly-conserved N-terminally anchored AAA-ATPase
YGR029W ; ERV1 ; Flavin-linked sulfhydryl oxidase of the mitochondrial IMS
YGR030C ; POP6 ; Subunit of RNase MRP, nuclear RNase P and telomerase
YGR031W ; IMO32 ; Conserved mitochondrial protein of unknown function
YGR032W ; GSC2 ; Catalytic subunit of 1,3-beta-glucan synthase
YGR033C ; TIM21 ; Nonessential component of the TIM23 complex
YGR034W ; RPL26B ; Ribosomal 60S subunit protein L26B
YGR035C ; nan ; Putative protein of unknown function, potential Cdc28p substrate
YGR036C ; CAX4 ; Dolichyl pyrophosphate (Dol-P-P) phosphatase
YGR037C ; ACB1 ; Acyl-CoA-binding protein
YGR038W ; ORM1 ; Protein that mediates sphingolipid homeostasis
YGR040W ; KSS1 ; Mitogen-activated protein kinase (MAPK)
YGR041W ; BUD9 ; Protein involved in bud-site selection
YGR042W ; MTE1 ; Protein of unknown function
YGR043C ; NQM1 ; Transaldolase of unknown function
YGR044C ; RME1 ; Zinc finger protein involved in control of meiosis
YGR046W ; TAM41 ; Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase)
YGR047C ; TFC4 ; Subunit of RNA polymerase III transcription initiation factor complex
YGR048W ; UFD1 ; Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase
YGR049W ; SCM4 ; Mitochondrial outer membrane protein of unknown function
YGR052W ; FMP48 ; Putative protein of unknown function
YGR053C ; MCO32 ; Putative protein of unknown function
YGR054W ; nan ; Eukaryotic initiation factor eIF2A
YGR055W ; MUP1 ; High affinity methionine permease
YGR056W ; RSC1 ; Component of the RSC chromatin remodeling complex
YGR057C ; LST7 ; Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p
YGR058W ; PEF1 ; Penta-EF-hand protein
YGR059W ; SPR3 ; Sporulation-specific homolog of the CDC3/10/11/12 family of genes
YGR060W ; ERG25 ; C-4 methyl sterol oxidase
YGR061C ; ADE6 ; Formylglycinamidine-ribonucleotide (FGAM)-synthetase
YGR062C ; COX18 ; Protein required for membrane insertion of C-terminus of Cox2p
YGR063C ; SPT4 ; Spt4p/5p (DSIF) transcription elongation factor complex subunit
YGR065C ; VHT1 ; High-affinity plasma membrane H+-biotin (vitamin H) symporter
YGR066C ; GID10 ; Recognition component (N-recognin) of the Pro/N-degron pathway
YGR067C ; nan ; Putative protein of unknown function
YGR068C ; ART5 ; Protein proposed to regulate endocytosis of plasma membrane proteins
YGR070W ; ROM1 ; Guanine nucleotide exchange factor (GEF) for Rho1p
YGR071C ; ENV11 ; Protein proposed to be involved in vacuolar functions
YGR072W ; UPF3 ; Component of the nonsense-mediated mRNA decay (NMD) pathway
YGR074W ; SMD1 ; Core Sm protein Sm D1
YGR075C ; PRP38 ; Unique component of the U4/U6.U5 tri-snRNP particle
YGR076C ; MRPL25 ; Mitochondrial ribosomal protein of the large subunit
YGR077C ; PEX8 ; Intraperoxisomal organizer of the peroxisomal import machinery
YGR078C ; PAC10 ; Part of the heteromeric co-chaperone GimC/prefoldin complex
YGR079W ; nan ; Putative protein of unknown function
YGR080W ; TWF1 ; Twinfilin
YGR081C ; SLX9 ; Protein required for pre-rRNA processing
YGR082W ; TOM20 ; Component of the TOM (translocase of outer membrane) complex
YGR083C ; GCD2 ; Delta subunit of the translation initiation factor eIF2B
YGR084C ; MRP13 ; Mitochondrial ribosomal protein of the small subunit
YGR085C ; RPL11B ; Ribosomal 60S subunit protein L11B
YGR086C ; PIL1 ; Eisosome core component
YGR087C ; PDC6 ; Minor isoform of pyruvate decarboxylase
YGR088W ; CTT1 ; Cytosolic catalase T
YGR089W ; NNF2 ; Protein that exhibits physical and genetic interactions with Rpb8p
YGR090W ; UTP22 ; Component of the small-subunit processome
YGR091W ; PRP31 ; Splicing factor
YGR092W ; DBF2 ; Ser/Thr kinase involved in transcription and stress response
YGR093W ; DRN1 ; Splicing factor that modulates turnover of branched RNAs by Dbr1p
YGR094W ; VAS1 ; Mitochondrial and cytoplasmic valyl-tRNA synthetase
YGR095C ; RRP46 ; Exosome non-catalytic core component
YGR096W ; TPC1 ; Mitochondrial membrane transporter
YGR097W ; ASK10 ; Regulator of the Fps1p glycerol channel
YGR098C ; ESP1 ; Separase/separin, a caspase-like cysteine protease
YGR099W ; TEL2 ; Subunit of the ASTRA complex, involved in chromatin remodeling
YGR100W ; MDR1 ; Cytoplasmic GTPase-activating protein
YGR101W ; PCP1 ; Mitochondrial serine protease
YGR102C ; GTF1 ; Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex
YGR103W ; NOP7 ; Component of several different pre-ribosomal particles
YGR104C ; SRB5 ; Subunit of the RNA polymerase II mediator complex
YGR105W ; VMA21 ; Integral membrane protein required for V-ATPase function
YGR106C ; VOA1 ; ER protein that functions in assembly of the V0 sector of V-ATPase
YGR108W ; CLB1 ; B-type cyclin involved in cell cycle progression
YGR109C ; CLB6 ; B-type cyclin involved in DNA replication during S phase
YGR110W ; CLD1 ; Mitochondrial cardiolipin-specific phospholipase
YGR111W ; nan ; Putative protein of unknown function
YGR112W ; SHY1 ; Mitochondrial inner membrane protein required for complex IV assembly
YGR113W ; DAM1 ; Essential subunit of the Dam1 complex (aka DASH complex)
YGR116W ; SPT6 ; Nucleosome remodeling protein
YGR117C ; nan ; Putative protein of unknown function
YGR118W ; RPS23A ; Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit
YGR119C ; NUP57 ; FG-nucleoporin component of central core of the nuclear pore complex
YGR120C ; COG2 ; Essential component of the conserved oligomeric Golgi complex
YGR121C ; MEP1 ; Ammonium permease
YGR122W ; nan ; Protein that may be involved in pH regulation
YGR123C ; PPT1 ; Protein serine/threonine phosphatase
YGR124W ; ASN2 ; Asparagine synthetase
YGR125W ; nan ; Putative protein of unknown function
YGR126W ; nan ; Putative protein of unknown function
YGR127W ; nan ; Putative protein of unknown function
YGR128C ; UTP8 ; Nucleolar protein required for export of tRNAs from the nucleus
YGR129W ; SYF2 ; Member of the NineTeen Complex (NTC)
YGR130C ; nan ; Component of the eisosome with unknown function
YGR131W ; FHN1 ; Protein of unknown function
YGR132C ; PHB1 ; Subunit of the prohibitin complex (Phb1p-Phb2p)
YGR133W ; PEX4 ; Peroxisomal ubiquitin conjugating enzyme
YGR134W ; CAF130 ; Subunit of the CCR4-NOT transcriptional regulatory complex
YGR135W ; PRE9 ; Alpha 3 subunit of the 20S proteasome
YGR136W ; LSB1 ; Negative regulator of actin nucleation-promoting factor activity
YGR138C ; TPO2 ; Polyamine transporter of the major facilitator superfamily
YGR140W ; CBF2 ; Essential kinetochore protein
YGR141W ; VPS62 ; Vacuolar protein sorting (VPS) protein
YGR142W ; BTN2 ; v-SNARE binding protein
YGR143W ; SKN1 ; Protein involved in sphingolipid biosynthesis
YGR144W ; THI4 ; Thiazole synthase
YGR145W ; ENP2 ; Component of the SSU
YGR146C ; ECL1 ; Protein of unknown function
YGR146C-A ; nan ; Putative protein of unknown function
YGR147C ; NAT2 ; Protein of unknown function
YGR148C ; RPL24B ; Ribosomal 60S subunit protein L24B
YGR149W ; GPC1 ; Glycerophosphocholine acyltransferase (GPCAT)
YGR150C ; CCM1 ; Mitochondrial 15S rRNA-binding protein
YGR152C ; RSR1 ; Ras-type GTPase
YGR153W ; nan ; Putative protein of unknown function
YGR154C ; GTO1 ; Omega-class glutathione transferase
YGR155W ; CYS4 ; Cystathionine beta-synthase
YGR156W ; PTI1 ; Essential component of CPF (cleavage and polyadenylation factor)
YGR157W ; CHO2 ; Phosphatidylethanolamine methyltransferase (PEMT)
YGR158C ; MTR3 ; Exosome non-catalytic core component
YGR159C ; NSR1 ; Nucleolar protein that binds nuclear localization sequences
YGR161C ; RTS3 ; Putative component of the protein phosphatase type 2A complex
YGR161W-C ; nan ; Putative protein of unknown function
YGR162W ; TIF4631 ; Translation initiation factor eIF4G and scaffold protein
YGR163W ; GTR2 ; Subunit of a TORC1-stimulating GTPase and the EGO/GSE complex
YGR165W ; MRPS35 ; Mitochondrial ribosomal protein of the small subunit
YGR166W ; TRS65 ; Component of transport protein particle (TRAPP) complex II
YGR167W ; CLC1 ; Clathrin light chain
YGR168C ; PEX35 ; Putative protein of unknown function
YGR169C ; PUS6 ; tRNA:pseudouridine synthase
YGR169C-A ; LSO2 ; Ribosome-associated protein
YGR170W ; PSD2 ; Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes
YGR171C ; MSM1 ; Mitochondrial methionyl-tRNA synthetase (MetRS)
YGR172C ; YIP1 ; Integral membrane protein
YGR173W ; RBG2 ; Protein with a role in translation
YGR174C ; CBP4 ; Mitochondrial protein required for assembly of cytochrome bc1 complex
YGR175C ; ERG1 ; Squalene epoxidase
YGR177C ; ATF2 ; Alcohol acetyltransferase
YGR178C ; PBP1 ; Component of glucose deprivation induced stress granules
YGR179C ; OKP1 ; Outer kinetochore protein required for accurate chromosome segregation
YGR180C ; RNR4 ; Ribonucleotide-diphosphate reductase (RNR) small subunit
YGR181W ; TIM13 ; Mitochondrial intermembrane space protein
YGR183C ; QCR9 ; Subunit 9 of ubiquinol cytochrome-c reductase (Complex III)
YGR184C ; UBR1 ; E3 ubiquitin ligase (N-recognin)
YGR185C ; TYS1 ; Cytoplasmic tyrosyl-tRNA synthetase
YGR186W ; TFG1 ; TFIIF (Transcription Factor II) largest subunit
YGR187C ; HGH1 ; Chaperone protein for translation factor eEF2
YGR188C ; BUB1 ; Protein kinase involved in the cell cycle checkpoint into anaphase
YGR189C ; CRH1 ; Chitin transglycosylase
YGR191W ; HIP1 ; High-affinity histidine permease
YGR192C ; TDH3 ; Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 3
YGR193C ; PDX1 ; E3-binding protein of the mitochondrial pyruvate dehydrogenase complex
YGR194C ; XKS1 ; Xylulokinase
YGR195W ; SKI6 ; Exosome non-catalytic core component
YGR196C ; FYV8 ; Protein of unknown function
YGR197C ; SNG1 ; Protein involved in resistance to nitrosoguanidine and 6-azauracil
YGR200C ; ELP2 ; Subunit of Elongator complex
YGR201C ; nan ; Putative protein of unknown function
YGR202C ; PCT1 ; Cholinephosphate cytidylyltransferase
YGR203W ; YCH1 ; Phosphatase with sequence similarity to Mih1p
YGR204W ; ADE3 ; Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase
YGR205W ; TDA10 ; ATP-binding protein of unknown function
YGR206W ; MVB12 ; ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers
YGR207C ; CIR1 ; Mitochondrial protein that interacts with frataxin (Yfh1p)
YGR208W ; SER2 ; Phosphoserine phosphatase of the phosphoglycerate pathway
YGR209C ; TRX2 ; Cytoplasmic thioredoxin isoenzyme
YGR210C ; nan ; Putative protein of unknown function
YGR211W ; ZPR1 ; Essential protein with two zinc fingers
YGR212W ; SLI1 ; N-acetyltransferase
YGR213C ; RTA1 ; Protein involved in 7-aminocholesterol resistance
YGR214W ; RPS0A ; Ribosomal 40S subunit protein S0A
YGR215W ; RSM27 ; Mitochondrial ribosomal protein of the small subunit
YGR216C ; GPI1 ; Membrane protein involved in the synthesis of GlcNAc-PI
YGR217W ; CCH1 ; Voltage-gated high-affinity calcium channel
YGR218W ; CRM1 ; Nuclear export factor, exportin
YGR220C ; MRPL9 ; Mitochondrial ribosomal protein of the large subunit
YGR221C ; TOS2 ; Protein involved in localization of Cdc24p to the site of bud growth
YGR222W ; PET54 ; Mitochondrial inner membrane protein
YGR223C ; HSV2 ; Phosphatidylinositol 3,5-bisphosphate-binding protein
YGR224W ; AZR1 ; Plasma membrane transporter of the major facilitator superfamily
YGR225W ; AMA1 ; Activator of meiotic anaphase promoting complex (APC/C)
YGR227W ; DIE2 ; Dolichyl-phosphoglucose-dependent alpha-1,2-glucosyltransferase
YGR229C ; SMI1 ; Protein involved in the regulation of cell wall synthesis
YGR230W ; BNS1 ; Protein of unknown function
YGR231C ; PHB2 ; Subunit of the prohibitin complex (Phb1p-Phb2p)
YGR232W ; NAS6 ; Evolutionarily conserved 19S regulatory particle assembly-chaperone
YGR233C ; PHO81 ; Cyclin-dependent kinase (CDK) inhibitor
YGR234W ; YHB1 ; Nitric oxide oxidoreductase
YGR235C ; MIC26 ; Component of the MICOS complex
YGR236C ; SPG1 ; Protein required for high temperature survival during stationary phase
YGR237C ; nan ; Putative protein of unknown function
YGR238C ; KEL2 ; Protein that negatively regulates mitotic exit
YGR239C ; PEX21 ; Peroxin required for peroxisomal matrix protein targeting
YGR240C ; PFK1 ; Alpha subunit of heterooctameric phosphofructokinase
YGR241C ; YAP1802 ; Protein of the AP180 family, involved in clathrin cage assembly
YGR243W ; MPC3 ; Highly conserved subunit of the mitochondrial pyruvate carrier (MPC)
YGR244C ; LSC2 ; Beta subunit of succinyl-CoA ligase
YGR245C ; SDA1 ; Protein required for actin organization and passage through Start
YGR246C ; BRF1 ; TFIIIB B-related factor
YGR247W ; CPD1 ; Cyclic nucleotide phosphodiesterase
YGR248W ; SOL4 ; 6-phosphogluconolactonase
YGR249W ; MGA1 ; Protein similar to heat shock transcription factor
YGR250C ; RIE1 ; Putative RNA binding protein
YGR251W ; NOP19 ; Ribosome biogenesis factor
YGR252W ; GCN5 ; Catalytic subunit of ADA and SAGA histone acetyltransferase complexes
YGR253C ; PUP2 ; Alpha 5 subunit of the 20S proteasome
YGR254W ; ENO1 ; Enolase I, a phosphopyruvate hydratase
YGR255C ; COQ6 ; Flavin-dependent monooxygenase involved in ubiquinone biosynthesis
YGR256W ; GND2 ; 6-phosphogluconate dehydrogenase (decarboxylating)
YGR257C ; MTM1 ; Mitochondrial protein of the mitochondrial carrier family
YGR258C ; RAD2 ; Single-stranded DNA endonuclease
YGR260W ; TNA1 ; High affinity nicotinic acid plasma membrane permease
YGR261C ; APL6 ; Beta3-like subunit of the yeast AP-3 complex
YGR262C ; BUD32 ; Protein kinase
YGR263C ; SAY1 ; Sterol deacetylase
YGR264C ; MES1 ; Methionyl-tRNA synthetase
YGR266W ; nan ; Protein of unknown function
YGR267C ; FOL2 ; GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis
YGR268C ; HUA1 ; Cytoplasmic protein containing a zinc finger domain
YGR270W ; YTA7 ; Protein that localizes to chromatin
YGR271C-A ; EFG1 ; Ribosome biogenesis factor required for maturation of 18S rRNA
YGR271W ; SLH1 ; Subunit of ribosome-associated quality control trigger complex (RQT)
YGR273C ; nan ; Putative protein of unknown function
YGR274C ; TAF1 ; TFIID subunit, involved in RNA pol II transcription initiation
YGR275W ; RTT102 ; Component of both the SWI/SNF and RSC chromatin remodeling complexes
YGR276C ; RNH70 ; 3'-5' exoribonuclease
YGR277C ; CAB4 ; Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC)
YGR278W ; CWC22 ; Spliceosome-associated protein that is required for pre-mRNA splicing
YGR279C ; SCW4 ; Cell wall protein with similarity to glucanases
YGR280C ; PXR1 ; Essential protein involved in rRNA and snoRNA maturation
YGR281W ; YOR1 ; Plasma membrane ATP-binding cassette (ABC) transporter
YGR282C ; BGL2 ; Endo-beta-1,3-glucanase
YGR283C ; nan ; Putative methyltransferase
YGR284C ; ERV29 ; Protein localized to COPII-coated vesicles
YGR285C ; ZUO1 ; Ribosome-associated chaperone
YGR286C ; BIO2 ; Biotin synthase
YGR287C ; IMA1 ; Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase)
YGR294W ; PAU12 ; Protein of unknown function
YHL001W ; RPL14B ; Ribosomal 60S subunit protein L14B
YHL002W ; HSE1 ; Subunit of the endosomal Vps27p-Hse1p complex
YHL003C ; LAG1 ; Ceramide synthase component
YHL004W ; MRP4 ; Mitochondrial ribosomal protein of the small subunit
YHL006C ; SHU1 ; Component of Shu complex (aka PCSS complex)
YHL007C ; STE20 ; Cdc42p-activated signal transducing kinase
YHL008C ; nan ; Putative protein of unknown function
YHL009C ; YAP3 ; Basic leucine zipper (bZIP) transcription factor
YHL010C ; ETP1 ; Protein of unknown function required for growth on ethanol
YHL011C ; PRS3 ; 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase
YHL012W ; nan ; Putative UTP glucose-1-phosphate uridylyltransferase
YHL013C ; OTU2 ; Protein of unknown function
YHL014C ; YLF2 ; Protein of unknown function
YHL015W ; RPS20 ; Protein component of the small (40S) ribosomal subunit
YHL016C ; DUR3 ; Plasma membrane transporter for both urea and polyamines
YHL017W ; nan ; Putative protein of unknown function
YHL018W ; MCO14 ; Putative 4a-hydroxytetrahydrobiopterin dehydratase
YHL019C ; APM2 ; Protein of unknown function
YHL020C ; OPI1 ; Transcriptional regulator of a variety of genes
YHL021C ; AIM17 ; Protein of unknown function
YHL022C ; SPO11 ; Putative type IIB topoisomerase involved in meiotic DSB-formation
YHL023C ; NPR3 ; Subunit of the Iml1p/SEACIT complex
